0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364
1,1,0,0,0,7,8,12,29,30,74,123,178,337,423,390,591,968,1059,1398,2039,2295,1695,1594,681,1123,1783,994,1161,1389,885,1053,706,563,522,547,895,823,664,377,545,208,320,344,733,448,265,387,384,293,276,167,356,150,157,212,279,153,162,247,199,248,155,101,119,196,116,103,123,120,122,47,63,71,108,119,129,71,60,79,127,102,103,86,43,39,38,61,52,56,40,78,39,63,83,44,72,65,115,80,54,28,65,48,62,89,66,50,87,105,80,109,197,146,92,216,116,113,130,290,246,166,235,220,186,358,434,305,182,676,334,276,344,324,523,511,668,469,414,238,593,280,703,349,303,558,586,556,127,301,545,269,399,252,268,210,276,349,132,367,370,302,135,147,308,228,156,181,130,224,70,96,183,98,121,164,94,89,163,121,69,91,110,129,54,52,38,46,26,42,21,39,39,20,28,62,47,64,25,60,63,30,35,30,56,33,34,16,47,28,36,49,33,44,33,30,47,24,98,85,67,66,91,59,107,126,132,128,100,85,206,49,251,292,230,138,188,169,173,143,319,156,421,287,280,421,394,706,345,382,490,448,384,300,253,849,335,345,523,729,529,744,292,376,298,548,427,318,435,536,293,228,396,287,506,140,165,292,150,292,185,208,172,373,106,227,246,291,218,113,200,210,214,78,152,202,191,99,138,107,161,101,138,96,143,130,154,82,117,190,91,85,89,158,166,124,99,59,50,90,68,38,130,106,129,70,75,102,117,109,91,136,58,82,127,159,145,81,149,84,137,74,144,165,224,132,104,211,211,165,303,207,93,162,425,242,323,361,239,144,417,423,209,271,320
