0,1,2,3
74667.29026130988,3444.3930626959527,7436.806191374357,14070.289516324134
74307.23285387739,3098.110938319955,7345.247771636199,14838.360497517706
73988.96040088993,2781.6521818926904,7214.452996136229,15574.510403600802
73706.40380903771,2494.660854944788,7051.419785636685,16278.310299860843
73454.52571562615,2235.925651532037,6862.519556997727,16949.754403715648
73229.13184705663,2003.715216334005,6653.449245411058,17589.16402716062
73026.7153780868,1796.0186770222763,6429.226419384159,18197.110312321332
72844.3302878721,1610.7134291011382,6194.212776262645,18774.352295499266
72679.48911339832,1445.67844389184,5952.155178200062,19321.787376995235
72530.08069460712,1298.8676513341295,5706.23644167672,19840.411783388
72394.3040449905,1168.3546024895766,5459.130472617746,20331.289064219534
72270.6151147413,1052.3569249591274,5213.058033368121,20795.525046266077
72157.68379391189,949.2468433892581,4969.840789938989,21234.247980615695
72054.35904702132,857.5523736497163,4730.95215939748,21648.592872549452
71959.64050619764,775.9525035046423,4497.564139672286,22039.68918665807
71872.65520338577,703.268701939141,4270.589767837272,22408.651275825458
71792.63841237487,638.4544036262951,4050.721124090094,22756.571017054903
71718.91778657613,580.5835791015809,3838.463026278674,23084.512230950975
71650.90015844321,528.8391446743566,3634.162648818824,23393.506547732333
71588.06049870582,482.5016874423545,3438.0353842160375,23684.550443965556
71529.93263533356,440.93880707243244,3250.1872857067574,23958.603224396084
71476.10142014432,403.5952286651167,3070.6344420612977,24216.585768640867
71426.19608666362,369.9837711635834,2899.319620832247,24459.37989014618
71379.88459791607,339.6771832396599,2736.126500125089,24687.828186998944
71336.86881769406,312.3008266573836,2580.891787206346,24902.734281957943
71296.88037249488,287.52616401804903,2433.415489318198,25104.863370095245
71259.6770928761,265.064990772549,2293.469584184981,25294.943004991983
71225.03994448575,244.66435043682634,2160.8053026544953,25473.664067788173
71192.77037467147,226.10206457439014,2035.159216665381,25641.68187363268
71162.68800970902,209.18281734575595,1916.2583017505526,25799.617376031812
71134.62865359316,193.73473063370514,1803.8241198329183,25948.058440121145
71108.44254278652,179.60637473576196,1697.5762526550327,26087.561158486944
71083.99282111292,166.66416256172687,1597.2350964752054,26218.651189540564
71061.15420442526,154.7900809049498,1502.5241134932583,26341.82510213097
71039.8118072275,143.8797166516571,1413.1716259617015,26457.551712481054
71019.86010975571,133.84054039113573,1328.9122238455423,26566.273403287385
71001.20204678278,124.59041468263628,1249.4878469502073,26668.407416954196
70983.74820168714,116.05629771716961,1174.6485950406238,26764.34711638208
70967.41609215048,108.17311702730557,1104.153310553507,26854.463208678033
70952.12953516412,100.88279028407288,1037.7699738856122,26939.10492795875
70937.81808176202,94.13337443665006,975.2759422660298,27018.60117520788
70924.41651228238,87.878325555536,916.4580615502705,27093.261613294282
70911.8643848124,82.07585486783505,861.1126739727144,27163.37771642009
70900.10563028451,76.68836812220557,809.0455419307948,27229.223773698384
70889.08818858102,71.6819771363854,760.0717047337221,27291.05784702217
70878.76368075935,67.0260737814993,714.0152826917206,27349.1226837272
70869.08711319751,62.6929581650511,670.7092402697249,27403.646584945272
70860.0166099682,58.6575136911562,629.995118451346,27454.84423066376
70851.51317025044,54.89692277543063,591.7227445799516,27502.917462743964
70843.54044805838,51.39041793563918,555.7499263587628,27548.056027287177
70836.06455172967,48.11906333358381,521.9421361628351,27590.43827773926
70829.05386116056,45.065562961763405,490.1721899368393,27630.231840300334
70822.47886085126,42.2140918504797,460.3199247301128,27667.594243166957
70816.3119871636,39.55014735163285,432.2718778438069,27702.673511171026
70810.52748832629,37.060417844888434,405.920970147671,27735.608727366674
70805.10129595238,34.73266670032711,381.16619537461787,27766.53056313423
70800.01090690335,32.55562943913872,357.9123171104541,27795.56177828464
70795.23527452882,30.518922466224076,336.06957453051245,27822.817692674023
70790.75470840372,28.61296191808438,315.55339774596257,27848.406630763384
70786.55078178771,26.828891379384082,296.2841333429733,27872.430340521518
70782.60624608568,25.15851731796162,278.1867806060567,27894.984388011366
70778.90495170957,23.594251344896843,261.1907385591005,27916.15852897346
70775.43177477251,22.129058444931612,245.22956396746787,27936.037058644186
70772.1725491245,20.756410479155214,230.24074025406216,27954.699141000234
70769.11400327612,19.470244325759353,216.16545723486468,27972.219118568108
70766.24370181744,18.264924142903986,202.94840144829132,27988.666803888897
70763.5499909503,17.135207241303405,190.53755689614684,28004.107753673517
70761.02194782099,16.076213189925507,178.88401586242895,28018.603526629737
70758.64933335039,15.083395784737263,167.9417995068296,28032.211925897176
70756.42254829271,14.152517568884067,157.66768789077335,28044.98722697421
70754.3325922739,13.279626621902338,148.02105908785967,28056.98039197933
70752.37102558794,12.46103538382379,138.96373699899226,28068.239271045757
70750.52993354837,11.693301302366475,130.4598475063834,28078.80879159617
70748.80189320589,10.973209113445758,122.47568259750088,28088.731136211885
70747.17994226501,10.297754596536288,114.97957208706528,28098.04590976312
70745.65755003497,9.664129648758712,107.9417625746751,28106.7902964527
70744.22859027162,9.069708553123577,101.33430326868393,28114.99920738168
70742.88731580882,8.512035356378462,95.1309384013458,28122.705419076632
70741.62833480109,7.988812204362411,89.30700576479408,28129.939703742617
70740.44658849899,7.497888566799173,83.83934116500485,28136.73095157562
70739.33733047094,7.037251298152311,78.70618847789348,28143.10628556806
70738.29610711437,6.605015410900608,73.88711484815897,28149.09116951325
70737.31873943908,6.199415549540207,69.36293096924062,28154.70950929505
70736.40130600633,5.818798082169868,65.11561606706142,28159.983748012626
70735.54012692391,5.461613741615057,61.12824724850874,28164.934955423076
70734.73174886522,5.126410802196787,57.384933071916514,28169.582911881404
70733.97293107737,4.811828762754642,53.87075124143966,28173.94618693305
