0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
4,3,3,3,4,5,11,17,26,23,33,53,47,100,138,157,225,351,469,782,1485,2685,4286,5405,8879,12644,12113,19236,15625,15406,18736,28702,25299,21669,22373,19627,22466,19839,22397,21755,17997,22460,14023,13967,20085,15722,21047,13962,12695,12509,8294,11790,11419,11349,8818,10678,10209,8453,9238,8289,7935,8299,7400,7677,9181,5862,7662,8845,6572,7053,5835,7436,6381,4919,5502,4510,4164,4752,3876,5016,4414,3812,3956,2778,2657,3199,3113,2284,2483,2220,2098,2150,1850,1713,1971,2038,1593,1514,1378,900,1177,1270,772,956,1013,927,866,1031,673,969,629,572,623,446,514,645,433,591,402,487
