0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
5,18,25,22,28,44,63,45,80,109,137,152,202,174,213,384,459,452,751,648,733,971,736,1084,899,1061,978,785,839,776,765,702,566,443,489,311,260,331,220,264,242,207,181,202,117,149,135,83,135,115,87,59,83,47,79,47,43,62,45,49,48,23,32,23,29,23,22,25,21,14,17,17,17,13,13,14,6,10,4,5,7,14,3,15,7,9,6,7,3,3,4,6,7,1,7,3,0,3,1,3,2,3,2,2,0,1,0,1,1,2,3,1,0,2,0,0,1,0,1,0
