0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
5,5,4,1,4,12,13,3,15,20,23,26,23,45,52,81,84,117,107,211,214,281,385,429,546,634,579,1021,1225,1110,1480,1508,2485,2264,3091,3320,3553,3975,3904,6415,6922,7875,8730,8638,11004,10324,9925,16492,13011,14879,15807,17322,11931,18546,13848,21497,18069,19995,17867,18628,14568,20272,15059,16402,14438,18032,20220,15109,14983,14730,13726,16343,13756,13776,12187,9823,8840,7609,9963,10201,8713,8223,7905,6711,8301,6432,5667,4692,5570,4851,6700,3847,4724,3520,3579,3505,2373,2832,2982,2202,2123,2418,2103,1821,1969,1576,1542,1193,1053,1256,1073,1237,1042,1022,955,927,873,913,636,656
